Máximo;Mínimo            ;Media           ;Fecha máximo                    ;Fecha mínimo;fecha         
44  ;38,32             ;41              ;2011-10-20 09:45:00             ;2011-10-20 01:15:00;2011-10-20 00:00:00
50  ;42,85             ;49              ;2011-10-21 06:00:00             ;2011-10-21 00:00:00;2011-10-21 00:00:00
53  ;45,87             ;50              ;2011-10-22 08:45:00             ;2011-10-22 21:45:00;2011-10-22 00:00:00
50  ;45,87             ;48              ;2011-10-23 22:15:00             ;2011-10-23 00:00:00;2011-10-23 00:00:00
50  ;47,38             ;48              ;2011-10-24 20:30:00             ;2011-10-24 00:00:00;2011-10-24 00:00:00
50  ;47,38             ;48              ;2011-10-25 00:00:00             ;2011-10-25 03:30:00;2011-10-25 00:00:00
50  ;42,85             ;49              ;2011-10-26 07:15:00             ;2011-10-26 09:15:00;2011-10-26 00:00:00
50  ;48,89             ;50              ;2011-10-27 00:00:00             ;2011-10-27 12:15:00;2011-10-27 00:00:00
50  ;47,38             ;49              ;2011-10-28 00:00:00             ;2011-10-28 12:00:00;2011-10-28 00:00:00
50  ;45,87             ;48              ;2011-10-29 00:00:00             ;2011-10-29 08:30:00;2011-10-29 00:00:00
49  ;44,36             ;46              ;2011-10-30 00:00:00             ;2011-10-30 08:30:00;2011-10-30 00:00:00
50  ;45,87             ;47              ;2011-10-31 20:45:00             ;2011-10-31 00:00:00;2011-10-31 00:00:00
46  ;39,83             ;44              ;2011-11-01 00:00:00             ;2011-11-01 08:45:00;2011-11-01 00:00:00
46  ;39,83             ;42              ;2011-11-02 00:00:00             ;2011-11-02 16:00:00;2011-11-02 00:00:00
50  ;39,83             ;43              ;2011-11-03 12:45:00             ;2011-11-03 00:00:00;2011-11-03 00:00:00
50  ;44,36             ;46              ;2011-11-04 23:15:00             ;2011-11-04 00:00:00;2011-11-04 00:00:00
66  ;50,4              ;57              ;2011-11-05 06:45:00             ;2011-11-05 00:00:00;2011-11-05 00:00:00
120 ;61,85             ;99              ;2011-11-06 16:15:00             ;2011-11-06 00:00:00;2011-11-06 00:00:00
312 ;103,19            ;146             ;2011-11-07 23:45:00             ;2011-11-07 02:15:00;2011-11-07 00:00:00
588 ;315,907           ;504             ;2011-11-08 18:45:00             ;2011-11-08 00:00:00;2011-11-08 00:00:00
575 ;362,1             ;464             ;2011-11-09 00:00:00             ;2011-11-09 23:45:00;2011-11-09 00:00:00
362 ;196,82            ;274             ;2011-11-10 00:00:00             ;2011-11-10 23:45:00;2011-11-10 00:00:00
197 ;140,7             ;163             ;2011-11-11 00:00:00             ;2011-11-11 23:45:00;2011-11-11 00:00:00
141 ;105,98            ;121             ;2011-11-12 00:00:00             ;2011-11-12 22:00:00;2011-11-12 00:00:00
106 ;89,56             ;95              ;2011-11-13 00:00:00             ;2011-11-13 12:00:00;2011-11-13 00:00:00
90  ;76,01             ;81              ;2011-11-14 00:00:00             ;2011-11-14 18:00:00;2011-11-14 00:00:00
103 ;71,01             ;79              ;2011-11-15 04:30:00             ;2011-11-15 17:30:00;2011-11-15 00:00:00
84  ;71,01             ;77              ;2011-11-16 17:15:00             ;2011-11-16 00:00:00;2011-11-16 00:00:00
81  ;66,43             ;71              ;2011-11-17 00:00:00             ;2011-11-17 20:15:00;2011-11-17 00:00:00
69  ;66,43             ;69              ;2011-11-18 00:00:00             ;2011-11-18 22:00:00;2011-11-18 00:00:00
66  ;61,85             ;63              ;2011-11-19 00:00:00             ;2011-11-19 09:15:00;2011-11-19 00:00:00
62  ;54,98             ;58              ;2011-11-20 00:00:00             ;2011-11-20 09:00:00;2011-11-20 00:00:00
62  ;57,27             ;59              ;2011-11-21 10:30:00             ;2011-11-21 04:45:00;2011-11-21 00:00:00
60  ;52,69             ;56              ;2011-11-22 00:00:00             ;2011-11-22 07:30:00;2011-11-22 00:00:00
57  ;50,4              ;53              ;2011-11-23 00:00:00             ;2011-11-23 08:30:00;2011-11-23 00:00:00
55  ;50,4              ;52              ;2011-11-24 22:00:00             ;2011-11-24 06:00:00;2011-11-24 00:00:00
53  ;50,4              ;51              ;2011-11-25 00:00:00             ;2011-11-25 01:45:00;2011-11-25 00:00:00
53  ;48,89             ;50              ;2011-11-26 20:30:00             ;2011-11-26 10:15:00;2011-11-26 00:00:00
53  ;50,4              ;51              ;2011-11-27 13:00:00             ;2011-11-27 00:00:00;2011-11-27 00:00:00
50  ;48,89             ;50              ;2011-11-28 00:00:00             ;2011-11-28 21:45:00;2011-11-28 00:00:00
50  ;47,38             ;49              ;2011-11-29 00:00:00             ;2011-11-29 10:15:00;2011-11-29 00:00:00
49  ;48,89             ;49              ;2011-11-30 00:00:00             ;2011-11-30 00:00:00;2011-11-30 00:00:00
49  ;47,38             ;48              ;2011-12-01 00:00:00             ;2011-12-01 05:45:00;2011-12-01 00:00:00
49  ;47,38             ;48              ;2011-12-02 00:00:00             ;2011-12-02 00:15:00;2011-12-02 00:00:00
49  ;45,87             ;48              ;2011-12-03 00:00:00             ;2011-12-03 10:15:00;2011-12-03 00:00:00
50  ;47,38             ;48              ;2011-12-04 02:45:00             ;2011-12-04 12:15:00;2011-12-04 00:00:00
49  ;47,38             ;48              ;2011-12-05 02:45:00             ;2011-12-05 00:00:00;2011-12-05 00:00:00
50  ;48,89             ;50              ;2011-12-06 03:30:00             ;2011-12-06 00:00:00;2011-12-06 00:00:00
50  ;45,87             ;50              ;2011-12-07 00:00:00             ;2011-12-07 22:15:00;2011-12-07 00:00:00
53  ;44,36             ;48              ;2011-12-08 23:15:00             ;2011-12-08 05:45:00;2011-12-08 00:00:00
62  ;52,69             ;58              ;2011-12-09 20:30:00             ;2011-12-09 00:00:00;2011-12-09 00:00:00
66  ;59,56             ;63              ;2011-12-10 08:30:00             ;2011-12-10 01:00:00;2011-12-10 00:00:00
60  ;52,69             ;56              ;2011-12-11 00:00:00             ;2011-12-11 22:30:00;2011-12-11 00:00:00
53  ;50,4              ;52              ;2011-12-12 00:00:00             ;2011-12-12 03:45:00;2011-12-12 00:00:00
50  ;47,38             ;49              ;2011-12-13 00:00:00             ;2011-12-13 11:15:00;2011-12-13 00:00:00
49  ;45,87             ;47              ;2011-12-14 08:00:00             ;2011-12-14 16:30:00;2011-12-14 00:00:00
47  ;44,36             ;46              ;2011-12-15 13:30:00             ;2011-12-15 07:45:00;2011-12-15 00:00:00
47  ;42,85             ;45              ;2011-12-16 20:30:00             ;2011-12-16 13:00:00;2011-12-16 00:00:00
47  ;42,85             ;45              ;2011-12-17 15:30:00             ;2011-12-17 00:00:00;2011-12-17 00:00:00
46  ;44,36             ;45              ;2011-12-18 00:00:00             ;2011-12-18 04:00:00;2011-12-18 00:00:00
197 ;44,36             ;112             ;2011-12-19 23:45:00             ;2011-12-19 00:15:00;2011-12-19 00:00:00
242 ;193,56            ;226             ;2011-12-20 14:30:00             ;2011-12-20 00:00:00;2011-12-20 00:00:00
236 ;226,16            ;232             ;2011-12-21 00:00:00             ;2011-12-21 23:00:00;2011-12-21 00:00:00
390 ;216,38            ;287             ;2011-12-22 23:30:00             ;2011-12-22 02:00:00;2011-12-22 00:00:00
451 ;390,24            ;438             ;2011-12-23 11:15:00             ;2011-12-23 00:00:00;2011-12-23 00:00:00
426 ;276,82            ;353             ;2011-12-24 00:00:00             ;2011-12-24 23:30:00;2011-12-24 00:00:00
273 ;196,82            ;227             ;2011-12-25 00:00:00             ;2011-12-25 23:15:00;2011-12-25 00:00:00
197 ;153,1             ;178             ;2011-12-26 00:00:00             ;2011-12-26 23:15:00;2011-12-26 00:00:00
153 ;114,35            ;139             ;2011-12-27 00:00:00             ;2011-12-27 23:30:00;2011-12-27 00:00:00
114 ;92,27             ;106             ;2011-12-28 00:00:00             ;2011-12-28 23:30:00;2011-12-28 00:00:00
92  ;64,14             ;79              ;2011-12-29 00:00:00             ;2011-12-29 23:15:00;2011-12-29 00:00:00
69  ;64,14             ;67              ;2011-12-30 06:45:00             ;2011-12-30 00:00:00;2011-12-30 00:00:00
87  ;59,56             ;71              ;2011-12-31 21:30:00             ;2011-12-31 04:30:00;2011-12-31 00:00:00
128 ;86,85             ;110             ;2012-01-01 18:15:00             ;2012-01-01 00:00:00;2012-01-01 00:00:00
128 ;100,4             ;114             ;2012-01-02 00:00:00             ;2012-01-02 21:45:00;2012-01-02 00:00:00
98  ;84,14             ;94              ;2012-01-03 00:00:00             ;2012-01-03 22:30:00;2012-01-03 00:00:00
92  ;71,01             ;80              ;2012-01-04 15:00:00             ;2012-01-04 06:00:00;2012-01-04 00:00:00
92  ;73,3              ;85              ;2012-01-05 11:30:00             ;2012-01-05 00:00:00;2012-01-05 00:00:00
87  ;76,01             ;82              ;2012-01-06 09:45:00             ;2012-01-06 03:30:00;2012-01-06 00:00:00
153 ;78,72             ;87              ;2012-01-07 23:45:00             ;2012-01-07 04:15:00;2012-01-07 00:00:00
263 ;156,2             ;241             ;2012-01-08 11:00:00             ;2012-01-08 00:00:00;2012-01-08 00:00:00
252 ;153,1             ;201             ;2012-01-09 00:00:00             ;2012-01-09 23:30:00;2012-01-09 00:00:00
153 ;122,72            ;138             ;2012-01-10 00:00:00             ;2012-01-10 22:45:00;2012-01-10 00:00:00
123 ;94,98             ;112             ;2012-01-11 00:00:00             ;2012-01-11 22:45:00;2012-01-11 00:00:00
95  ;78,72             ;90              ;2012-01-12 00:00:00             ;2012-01-12 22:30:00;2012-01-12 00:00:00
87  ;68,72             ;74              ;2012-01-13 11:45:00             ;2012-01-13 20:30:00;2012-01-13 00:00:00
71  ;64,14             ;67              ;2012-01-14 00:00:00             ;2012-01-14 22:30:00;2012-01-14 00:00:00
66  ;59,56             ;62              ;2012-01-15 20:00:00             ;2012-01-15 01:45:00;2012-01-15 00:00:00
76  ;66,43             ;71              ;2012-01-16 09:30:00             ;2012-01-16 00:00:00;2012-01-16 00:00:00
69  ;59,56             ;64              ;2012-01-17 19:30:00             ;2012-01-17 12:15:00;2012-01-17 00:00:00
66  ;59,56             ;64              ;2012-01-18 06:15:00             ;2012-01-18 19:15:00;2012-01-18 00:00:00
60  ;52,69             ;57              ;2012-01-19 00:00:00             ;2012-01-19 22:15:00;2012-01-19 00:00:00
53  ;50,4              ;52              ;2012-01-20 00:00:00             ;2012-01-20 00:45:00;2012-01-20 00:00:00
53  ;50,4              ;51              ;2012-01-21 14:45:00             ;2012-01-21 00:00:00;2012-01-21 00:00:00
55  ;48,89             ;50              ;2012-01-22 23:45:00             ;2012-01-22 00:45:00;2012-01-22 00:00:00
73  ;56,125            ;65              ;2012-01-23 23:00:00             ;2012-01-23 00:00:00;2012-01-23 00:00:00
87  ;73,3              ;81              ;2012-01-24 04:15:00             ;2012-01-24 00:00:00;2012-01-24 00:00:00
92  ;78,72             ;88              ;2012-01-25 09:00:00             ;2012-01-25 04:15:00;2012-01-25 00:00:00
81  ;66,43             ;77              ;2012-01-26 00:00:00             ;2012-01-26 23:30:00;2012-01-26 00:00:00
79  ;64,14             ;73              ;2012-01-27 10:45:00             ;2012-01-27 01:30:00;2012-01-27 00:00:00
76  ;61,85             ;68              ;2012-01-28 00:00:00             ;2012-01-28 23:45:00;2012-01-28 00:00:00
73  ;61,85             ;68              ;2012-01-29 15:15:00             ;2012-01-29 00:00:00;2012-01-29 00:00:00
92  ;64,14             ;70              ;2012-01-30 23:00:00             ;2012-01-30 07:00:00;2012-01-30 00:00:00
120 ;94,98             ;110             ;2012-01-31 18:30:00             ;2012-01-31 00:00:00;2012-01-31 00:00:00
117 ;97,69             ;110             ;2012-02-01 00:00:00             ;2012-02-01 23:30:00;2012-02-01 00:00:00
100 ;86,85             ;93              ;2012-02-02 00:30:00             ;2012-02-02 20:15:00;2012-02-02 00:00:00
156 ;94,98             ;138             ;2012-02-03 12:15:00             ;2012-02-03 00:00:00;2012-02-03 00:00:00
150 ;140,7             ;146             ;2012-02-04 13:30:00             ;2012-02-04 00:00:00;2012-02-04 00:00:00
181 ;140,7             ;161             ;2012-02-05 11:45:00             ;2012-02-05 23:15:00;2012-02-05 00:00:00
138 ;103,19            ;116             ;2012-02-06 00:00:00             ;2012-02-06 19:00:00;2012-02-06 00:00:00
252 ;105,98            ;164             ;2012-02-07 23:45:00             ;2012-02-07 00:00:00;2012-02-07 00:00:00
406 ;255,5             ;339             ;2012-02-08 23:15:00             ;2012-02-08 00:00:00;2012-02-08 00:00:00
422 ;386,22            ;413             ;2012-02-09 08:15:00             ;2012-02-09 23:45:00;2012-02-09 00:00:00
386 ;248,98            ;315             ;2012-02-10 00:00:00             ;2012-02-10 23:45:00;2012-02-10 00:00:00
249 ;200,08            ;216             ;2012-02-11 00:00:00             ;2012-02-11 22:45:00;2012-02-11 00:00:00
200 ;153,1             ;168             ;2012-02-12 00:00:00             ;2012-02-12 16:30:00;2012-02-12 00:00:00
156 ;128,3             ;142             ;2012-02-13 00:00:00             ;2012-02-13 19:45:00;2012-02-13 00:00:00
126 ;117,14            ;121             ;2012-02-14 00:00:00             ;2012-02-14 18:45:00;2012-02-14 00:00:00
120 ;111,56            ;116             ;2012-02-15 00:00:00             ;2012-02-15 14:00:00;2012-02-15 00:00:00
216 ;105,98            ;146             ;2012-02-16 23:45:00             ;2012-02-16 05:00:00;2012-02-16 00:00:00
280 ;216,38            ;248             ;2012-02-17 23:30:00             ;2012-02-17 00:00:00;2012-02-17 00:00:00
316 ;280,373           ;306             ;2012-02-18 16:00:00             ;2012-02-18 00:00:00;2012-02-18 00:00:00
309 ;259,053           ;285             ;2012-02-19 00:00:00             ;2012-02-19 23:00:00;2012-02-19 00:00:00
259 ;226,16            ;243             ;2012-02-20 00:00:00             ;2012-02-20 22:00:00;2012-02-20 00:00:00
223 ;187,2             ;203             ;2012-02-21 00:00:00             ;2012-02-21 11:45:00;2012-02-21 00:00:00
223 ;190,3             ;207             ;2012-02-22 06:45:00             ;2012-02-22 00:15:00;2012-02-22 00:00:00
194 ;150               ;168             ;2012-02-23 00:00:00             ;2012-02-23 21:15:00;2012-02-23 00:00:00
150 ;122,72            ;135             ;2012-02-24 00:00:00             ;2012-02-24 21:30:00;2012-02-24 00:00:00
120 ;105,98            ;113             ;2012-02-25 00:00:00             ;2012-02-25 14:45:00;2012-02-25 00:00:00
109 ;97,69             ;103             ;2012-02-26 00:15:00             ;2012-02-26 20:45:00;2012-02-26 00:00:00
128 ;103,19            ;117             ;2012-02-27 22:15:00             ;2012-02-27 00:00:00;2012-02-27 00:00:00
175 ;131,4             ;153             ;2012-02-28 22:00:00             ;2012-02-28 00:00:00;2012-02-28 00:00:00
178 ;165,5             ;170             ;2012-02-29 20:15:00             ;2012-02-29 06:30:00;2012-02-29 00:00:00
175 ;140,7             ;159             ;2012-03-01 00:00:00             ;2012-03-01 23:30:00;2012-03-01 00:00:00
141 ;114,35            ;122             ;2012-03-02 00:00:00             ;2012-03-02 11:30:00;2012-03-02 00:00:00
120 ;108,77            ;115             ;2012-03-03 07:15:00             ;2012-03-03 01:45:00;2012-03-03 00:00:00
109 ;100,4             ;104             ;2012-03-04 00:00:00             ;2012-03-04 04:45:00;2012-03-04 00:00:00
117 ;103,19            ;109             ;2012-03-05 11:45:00             ;2012-03-05 03:15:00;2012-03-05 00:00:00
109 ;100,4             ;104             ;2012-03-06 16:45:00             ;2012-03-06 04:00:00;2012-03-06 00:00:00
112 ;103,19            ;108             ;2012-03-07 09:15:00             ;2012-03-07 00:00:00;2012-03-07 00:00:00
